48.in,0,0,0,0,10920
48.in,0,0,0,0,10959
48.in,0,0,0,0,10998
49.in,0,0,0,0,11037
49.in,0,0,0,0,11076
49.in,0,0,0,0,11115
5.in,0,0,0,0,11154
5.in,0,0,0,0,11193
5.in,0,0,0,0,11232
50.in,0,0,0,0,11271
50.in,0,0,0,0,11310
50.in,0,0,0,0,11349
51.in,0,0,0,0,11388
51.in,0,0,0,0,11427
51.in,0,0,0,0,11466
52.in,0,0,0,0,11505
52.in,0,0,0,0,11544
52.in,0,0,0,0,11583
53.in,0,0,0,0,11622
53.in,0,0,0,0,11661
53.in,0,0,0,0,11700
54.in,0,0,0,0,11739
54.in,0,0,0,0,11778
54.in,0,0,0,0,11817
55.in,0,0,0,0,11856
55.in,0,0,0,0,11895
55.in,0,0,0,1,11934
56.in,0,0,0,0,11973
56.in,0,0,0,0,12012
56.in,0,0,0,0,12051
57.in,0,0,0,0,12090
57.in,0,0,0,0,12129
57.in,0,0,0,0,12168
58.in,0,0,0,0,12207
58.in,0,0,0,0,12246
58.in,0,0,0,0,12285
59.in,0,0,0,0,12324
59.in,0,0,0,0,12363
59.in,0,0,0,0,12402
6.in,0,0,0,0,12441
6.in,0,0,0,0,12480
6.in,0,0,0,0,12519
60.in,0,0,0,0,12558
60.in,0,0,0,0,12597
60.in,0,0,0,0,12636
61.in,0,0,0,0,12675
61.in,0,0,0,0,12714
61.in,0,0,0,0,12753
62.in,0,0,0,0,12792
62.in,0,0,0,0,12831
62.in,0,0,0,0,12870
63.in,0,0,0,0,12909
63.in,0,0,0,0,12948
63.in,0,0,0,0,12987
64.in,0,0,0,0,13026
64.in,0,0,0,0,13065
64.in,0,0,0,0,13104
65.in,0,0,0,0,13143
65.in,0,0,0,0,13182
65.in,0,0,0,0,13221
66.in,0,0,0,0,13260
66.in,0,0,0,0,13299
66.in,0,0,0,0,13338
67.in,0,0,0,0,13377
67.in,0,0,0,0,13416
67.in,0,0,0,0,13455
68.in,0,0,0,0,13494
68.in,0,0,0,0,13533
68.in,0,0,0,0,13572
69.in,0,0,0,0,13611
69.in,0,0,0,0,13650
69.in,0,0,0,0,13689
7.in,0,0,0,0,13728
7.in,0,0,0,0,13767
7.in,0,0,0,0,13806
70.in,0,0,0,0,13845
70.in,0,0,0,0,13884
70.in,0,0,0,0,13923
71.in,0,0,0,0,13962
71.in,0,0,0,0,14001
71.in,0,0,0,0,14040
72.in,0,0,0,0,14079
72.in,0,0,0,0,14118
72.in,0,0,0,0,14157
73.in,0,0,0,0,14196
73.in,0,0,0,0,14235
73.in,0,0,0,0,14274
74.in,0,0,0,0,14313
74.in,0,0,0,0,14352
74.in,0,0,0,0,14391
75.in,0,0,0,0,14430
75.in,0,0,0,0,14469
75.in,0,0,0,1,14508
76.in,0,0,0,0,14547
76.in,0,0,0,0,14586
76.in,0,0,0,0,14625
77.in,0,0,0,0,14664
77.in,0,0,0,0,14703
77.in,0,0,0,0,14742
78.in,0,0,0,0,14781
78.in,0,0,0,2,14820
78.in,0,0,0,0,14859
79.in,0,0,0,0,14898
79.in,0,0,0,0,14937
79.in,0,0,0,0,14976
8.in,0,0,0,0,15015
8.in,0,0,0,0,15054
8.in,0,0,0,0,15093
80.in,0,0,0,0,15132
80.in,0,0,0,0,15171
80.in,0,0,0,0,15210
81.in,0,0,0,0,15249
81.in,0,0,0,0,15288
81.in,0,0,0,0,15327
82.in,0,0,0,0,15366
82.in,0,0,0,0,15405
82.in,0,0,0,0,15444
83.in,0,0,0,0,15483
83.in,0,0,0,0,15522
83.in,0,0,0,0,15561
84.in,0,0,0,0,15600
84.in,0,0,0,0,15639
84.in,0,0,0,0,15678
85.in,0,0,0,0,15717
85.in,0,0,0,0,15756
85.in,0,0,0,0,15795
86.in,0,0,0,0,15834
86.in,0,0,0,0,15873
86.in,0,0,0,0,15912
87.in,0,0,0,0,15951
87.in,0,0,0,0,15990
87.in,0,0,0,0,16029
88.in,0,0,0,0,16068
88.in,0,0,0,0,16107
88.in,0,0,0,0,16146
89.in,0,0,0,0,16185
89.in,0,0,0,0,16224
89.in,0,0,0,0,16263
9.in,0,0,0,0,16302
9.in,0,0,0,0,16341
9.in,0,0,0,0,16380
90.in,0,0,0,0,16419
90.in,0,0,0,0,16458
90.in,0,0,0,0,16497
91.in,0,0,0,0,16536
91.in,0,0,0,0,16575
91.in,0,0,0,0,16614
92.in,0,0,0,0,16653
92.in,0,0,0,0,16692
92.in,0,0,0,0,16731
93.in,0,0,0,0,16770
93.in,0,0,0,0,16809
93.in,0,0,0,0,16848
94.in,0,0,0,0,16887
94.in,0,0,0,0,16926
94.in,0,0,0,0,16965
95.in,0,0,0,0,17004
95.in,0,0,0,0,17043
95.in,0,0,0,0,17082
96.in,0,0,0,0,17121
96.in,0,0,0,0,17160
96.in,0,0,0,0,17199
97.in,0,0,0,0,17238
97.in,0,0,0,0,17277
97.in,0,0,0,0,17316
98.in,0,0,0,0,17355
98.in,0,0,0,0,17394
98.in,0,0,0,0,17433
99.in,0,0,0,0,17472
99.in,0,0,0,0,17511
99.in,0,0,0,0,17550
